C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_222.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_222.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_222.jpg, 0, 0, 0, 7.790132E-05
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_326.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_326.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_326.jpg, 0, 0, 0, 7.850628E-05
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_430.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_430.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_430.jpg, 0, 0, 0, 7.982867E-05
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_537.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_537.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_537.jpg, 0, 0, 0, 7.922229E-05
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_644.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_644.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_644.jpg, 0, 0, 0, 7.784595E-05
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_744.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_744.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_744.jpg, 0, 0, 0, 7.835039E-05
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_849.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_849.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_849.jpg, 0, 0.341889, 0, 0.2925039
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_11_953.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_11_953.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_11_953.jpg, -0.1869477, 0.6352339, 0, 0.831144
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_055.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_055.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_055.jpg, -0.4902279, 0.9385141, 0, 1.851608
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_159.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_159.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_159.jpg, -0.7842903, 1, 0, 2.99007
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_264.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_264.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_264.jpg, -0.5268664, 1, 0, 4.160503
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_364.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_364.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_364.jpg, -0.2164594, 1, 0, 5.330999
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_468.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_468.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_468.jpg, 0, 1, 0, 6.707504
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_567.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_567.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_567.jpg, -0.1445487, 1, 0, 7.842856
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_670.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_670.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_670.jpg, -0.2736802, 1, 0, 8.940337
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_773.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_773.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_773.jpg, 0, 1, 0, 10.05547
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_877.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_877.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_877.jpg, 0, 1, 0, 11.15952
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_12_977.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_12_977.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_12_977.jpg, -0.0920853, 1, 0, 12.00483
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_078.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_078.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_078.jpg, -0.1027728, 1, 0, 13.23209
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_180.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_180.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_180.jpg, 0, 1, 0, 14.33534
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_283.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_283.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_283.jpg, -0.2650335, 1, 0, 15.46426
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_386.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_386.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_386.jpg, -0.2531773, 1, 0, 16.63149
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_488.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_488.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_488.jpg, 0, 1, 0, 17.64952
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_592.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_592.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_592.jpg, -0.1770348, 1, 0, 18.67692
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_693.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_693.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_693.jpg, 0, 1, 0, 19.70349
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_795.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_795.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_795.jpg, 0, 1, 0, 20.70257
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_13_900.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_13_900.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_13_900.jpg, -0.2061735, 1, 0, 21.70095
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_002.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_002.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_002.jpg, -0.343062, 1, 0, 22.58147
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_103.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_103.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_103.jpg, -0.2450451, 0.7402824, 0, 23.43003
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_209.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_209.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_209.jpg, -0.4124809, 0.380318, 0, 23.84054
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_317.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_317.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_317.jpg, -0.1127269, 0.08056403, 0, 23.90034
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_423.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_423.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_423.jpg, 0, 0, 0, 23.64738
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_531.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_531.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_531.jpg, -0.1722393, 0, 0, 23.35437
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_636.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_636.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_636.jpg, 0, 0, 0, 23.11842
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_742.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_742.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_742.jpg, 0, 0, 0, 22.88606
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_843.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_843.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_843.jpg, -0.1602441, 0, 0, 22.63696
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_14_947.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_14_947.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_14_947.jpg, -0.06123541, 0, 0, 22.36346
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_15_047.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_15_047.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_15_047.jpg, -0.1146897, 0, 0, 22.11625
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_15_146.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_15_146.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_15_146.jpg, -0.0400083, 0, 0, 21.89067
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_15_250.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_15_250.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_15_250.jpg, -0.1317192, 0, 0, 21.65394
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_15_351.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_15_351.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_15_351.jpg, -0.1313283, 0, 0, 21.43281
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_15_452.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_15_452.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_15_452.jpg, -0.4314435, 0, 0, 21.13845
C:\Users\SALMA\Desktop\Dataeco\IMG\center_2019_11_30_15_40_15_552.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\left_2019_11_30_15_40_15_552.jpg, C:\Users\SALMA\Desktop\Dataeco\IMG\right_2019_11_30_15_40_15_552.jpg, -0.1286832, 0, 0, 20.9079
